Hour,Region,PricePeriod,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,AITrainingPower_MW,GPU_Utilization_Percent,AvailableRenewable_MW,UsedRenewable_MW,RenewableCharge_MW,BaselineCurtailment_MW,IT_Load_MW,Total_Load_MW,BaselineGridPurchase_MW,GridCharge_MW,BaselineGridSell_MW,NetGridImport_MW,CarbonEmission_tCO2,DemandResponseLevel,SOC_MWh,ChargePower_MW,DischargePower_MW,Baseline_AI_IT_Load_MW,NonAI_IT_Load_MW,DataPeriod,AI_IT_Load_MW,FacilityLoad_MW,RenewableUse_MW,OptimizedGridPurchase_MW,GridImportLimit_MW,GridExportLimit_MW,OptimizedGridSell_MW,OptimizedCurtailment_MW
657,RegionE,Flat,390.12,304.29,0.2077,59.664,42.91996,1089.78,357.2648,0.0,512.5152,422.0,527.5,170.2352,0.0,220.0,-49.7648,35.3579,Low,820.0,0.0,0.0,65.809,356.191,Main_0_2399,65.80899999999957,527.4999999999994,527.4999999999994,0.0,370.0,220.0,220.0,342.28000000000054
658,RegionE,Flat,390.3,304.43,0.2043,55.04,38.339921,1100.0,350.2687,0.0,529.7313,396.97,496.2125,145.9438,0.0,220.0,-74.0562,29.8163,Low,820.0,0.0,0.0,59.44,337.53,Main_0_2399,59.44,496.2125,496.2125,0.0,370.0,220.0,220.0,383.7875
659,RegionE,Flat,390.48,304.57,0.2017,67.5733333333,47.096509,1089.78,338.2086,0.0,531.5714,373.78,467.225,129.0164,0.0,220.0,-90.9836,26.0226,Low,820.0,0.0,0.0,72.9016666667,300.878333,Main_0_2399,72.90166666666615,467.22499958333265,467.22499958333265,0.0,370.0,220.0,220.0,402.5550004166673
660,RegionE,Flat,390.66,304.71,0.2001,53.712,38.293808,1059.81,312.1662,0.0,527.6438,342.1,427.625,115.4588,0.0,220.0,-104.5412,23.1033,Low,820.0,0.0,0.0,58.8886666667,283.211333,Main_0_2399,58.8886666666672,427.624999583334,427.624999583334,0.0,370.0,220.0,220.0,412.18500041666596
661,RegionE,Flat,390.85,304.86,0.1998,44.1333333333,32.19697,1012.13,312.4462,0.0,479.6838,345.308,431.635,119.1888,0.0,220.0,-100.8112,23.8139,Low,820.0,0.0,0.0,49.1333333333,296.174667,Main_0_2399,49.13333333333394,431.6350004166674,431.6350004166674,0.0,370.0,220.0,220.0,360.4949995833326
662,RegionE,Flat,391.04,305.01,0.2006,45.2906666667,31.549736,950.0,269.4397,0.0,460.5603,305.364,381.705,112.2653,0.0,220.0,-107.7347,22.5204,Low,820.0,0.0,0.0,48.9123333333,256.451667,Main_0_2399,48.91233333333338,381.70500041666673,381.70500041666673,0.0,370.0,220.0,220.0,348.29499958333327
663,RegionE,Flat,391.24,305.17,0.2026,48.64,34.311594,877.65,250.1531,0.0,407.4969,295.48,369.35,119.1969,0.0,220.0,-100.8031,24.1493,Low,820.0,0.0,0.0,52.9633333333,242.516667,Main_0_2399,52.96333333333328,369.3500004166666,369.3500004166666,0.0,370.0,220.0,220.0,288.2999995833334
664,RegionE,Flat,391.43,305.32,0.2056,33.4613333333,22.758564,800.0,199.0288,0.0,380.9712,248.786,310.9825,111.9537,0.0,220.0,-108.0463,23.0177,Low,820.0,0.0,0.0,35.5796666667,213.206333,Main_0_2399,35.57966666666696,310.9824995833337,310.9824995833337,0.0,370.0,220.0,220.0,269.0175004166663
665,RegionE,Peak,567.87,442.94,0.2095,7.8133333333,6.900527,722.35,182.7646,0.0,319.5854,245.08,306.35,0.0,0.0,220.0,-220.0,0.0,Medium,687.1124,0.0,123.5854,9.9133333333,235.166667,Main_0_2399,9.913333333334123,306.3500004166676,306.3500004166676,0.0,370.0,220.0,220.0,195.9999995833324
666,RegionE,Peak,568.16,443.16,0.214,16.0,11.521739,650.0,141.7762,0.0,288.2238,206.22,257.775,0.0,0.0,220.0,-220.0,0.0,Medium,562.3826,0.0,115.9987,17.66,188.56,Main_0_2399,17.660000000000025,257.77500000000003,257.77500000000003,0.0,370.0,220.0,220.0,172.22499999999997
667,RegionE,Peak,568.45,443.39,0.2188,17.456,12.493412,587.87,147.0288,0.0,220.8413,213.86,267.325,0.0,0.0,220.0,-220.0,0.0,Medium,433.0318,0.0,120.2962,19.1893333333,194.670667,Main_0_2399,19.189333333333444,267.32500041666685,267.32500041666685,0.0,370.0,220.0,220.0,100.54499958333315
668,RegionE,Peak,568.75,443.62,0.2236,14.2266666667,12.047101,540.19,171.5794,0.0,165.8748,249.57,311.9625,0.0,0.0,202.7358,-202.7358,0.0,Medium,282.0822,0.0,140.3831,17.5266666667,232.043333,Main_0_2399,17.52666666666655,311.96249958333317,311.96249958333317,0.0,370.0,220.0,220.0,8.227500416666885
669,RegionE,Peak,569.05,443.86,0.2281,44.9866666667,30.698287,510.22,175.5325,0.0,150.6094,255.32,319.15,0.0,0.0,184.0781,-184.0781,0.0,Medium,127.6548,0.0,143.6175,47.9366666667,207.383333,Main_0_2399,47.936666666665715,319.14999958333215,319.14999958333215,0.0,370.0,220.0,191.07000041666788,0.0
670,RegionE,Flat,353.39,275.64,0.232,68.008,44.916008,500.0,202.0081,59.5984,107.2771,293.83,367.2875,165.2794,0.0,131.1164,34.1629,38.3448,Low,183.6772,59.5984,0.0,70.958,222.872,Main_0_2399,70.9580000000004,367.2875000000005,367.2875000000005,0.0,370.0,220.0,132.71249999999952,0.0
671,RegionE,Flat,353.57,275.78,0.235,97.008,62.08498,510.22,234.1213,55.2198,99.3955,340.54,425.675,191.5537,0.0,121.4835,70.0703,45.0151,Low,235.5838,55.2198,0.0,99.208,241.332,Main_0_2399,99.20800000000042,425.6750000000005,425.6750000000005,0.0,370.0,220.0,84.5449999999995,0.0
672,RegionE,Valley,255.49,199.28,0.237,82.9786666667,53.399209,540.19,237.8544,60.4671,108.8408,345.97,432.4625,252.2081,57.6,133.0277,119.1804,59.7733,Low,346.5669,118.0671,0.0,85.157,260.813,Main_0_2399,85.15699999999954,432.4624999999994,432.4624999999994,0.0,370.0,220.0,107.72750000000065,0.0
673,RegionE,Valley,255.63,199.39,0.2378,65.536,46.205534,587.87,260.1569,65.5426,117.9767,378.41,473.0125,270.4556,57.6,144.1938,126.2618,64.3143,Low,462.321,123.1426,0.0,71.276,307.134,Main_0_2399,71.27600000000098,473.01250000000124,473.01250000000124,0.0,370.0,220.0,114.85749999999877,0.0
674,RegionE,Valley,255.76,199.49,0.2375,85.44,59.221014,650.0,290.7231,71.8554,129.3397,422.87,528.5875,295.4644,57.6,158.0818,137.3825,70.1728,Low,584.009,129.4554,0.0,91.9426666667,330.927333,Main_0_2399,92.42266666666657,529.1874995833332,529.1874995833332,0.0,370.0,220.0,120.81250041666681,0.0
675,RegionE,Valley,255.89,199.59,0.236,85.44,58.05336,722.35,294.6831,85.5334,153.9601,428.63,535.7875,298.7044,57.6,188.1734,110.5309,70.4942,Low,718.5544,143.1334,0.0,90.79,337.84,Main_0_2399,91.26999999999992,536.3874999999998,536.3874999999998,0.0,370.0,220.0,185.9625000000002,0.0
676,RegionE,Valley,256.03,199.7,0.2334,92.1573333333,60.574769,800.0,319.6463,50.3209,210.0329,464.94,581.175,319.1287,57.6,220.0,99.1287,74.4847,Medium,820.0,107.9209,0.0,95.8606666667,369.079333,Main_0_2399,93.78066666666709,578.5749995833339,578.5749995833339,0.0,370.0,220.0,220.0,1.4250004166660801
677,RegionE,Valley,256.16,199.8,0.23,46.08,31.818182,877.65,319.6738,0.0,337.9762,464.98,581.225,261.5512,0.0,220.0,41.5512,60.1568,Medium,820.0,0.0,0.0,49.48,415.5,Main_0_2399,49.96000000000015,581.8250000000002,581.8250000000002,0.0,370.0,220.0,220.0,75.82499999999982
678,RegionE,Valley,256.29,199.91,0.226,44.7466666667,30.854743,950.0,325.5656,0.0,404.4344,473.55,591.9375,266.3719,0.0,220.0,46.3719,60.2,Medium,820.0,0.0,0.0,48.005,425.545,Main_0_2399,49.338333333333274,593.6041666666666,593.6041666666666,0.0,370.0,220.0,220.0,136.39583333333337
679,RegionE,Flat,394.49,307.7,0.2217,81.9946666667,51.264822,1012.13,353.0604,0.0,439.0696,473.44,591.8,238.7396,0.0,220.0,18.7396,52.9286,Medium,820.0,0.0,0.0,82.628,390.812,Main_0_2399,84.81466666666658,594.5333333333333,594.5333333333333,0.0,370.0,220.0,220.0,197.5966666666667
680,RegionE,Flat,394.69,307.86,0.2174,52.44,32.880435,1059.81,377.16,0.0,462.65,471.45,589.3125,212.1525,0.0,220.0,-7.8475,46.122,Medium,820.0,0.0,0.0,52.84,418.61,Main_0_2399,52.84,589.3125,589.3125,0.0,370.0,220.0,220.0,250.49749999999995
681,RegionE,Flat,394.88,308.01,0.2134,87.616,56.566206,1089.78,375.1534,0.0,494.6266,443.13,553.9125,178.7591,0.0,220.0,-41.2409,38.1472,Low,820.0,0.0,0.0,89.984,353.146,Main_0_2399,89.9839999999999,553.9124999999999,553.9124999999999,0.0,370.0,220.0,220.0,315.86750000000006
682,RegionE,Flat,395.08,308.16,0.21,71.2,45.505599,1100.0,373.9247,0.0,506.0753,423.78,529.725,155.8003,0.0,220.0,-64.1997,32.7181,Low,820.0,0.0,0.0,72.7516666667,351.028333,Main_0_2399,72.75166666666716,529.7249995833339,529.7249995833339,0.0,370.0,220.0,220.0,350.2750004166661
683,RegionE,Flat,395.27,308.31,0.2074,77.0666666667,49.868248,1089.78,345.6282,0.0,524.1518,381.98,477.475,131.8468,0.0,220.0,-88.1532,27.345,Low,820.0,0.0,0.0,79.3666666667,302.613333,Main_0_2399,79.36666666666679,477.4749995833335,477.4749995833335,0.0,370.0,220.0,220.0,392.3050004166664
684,RegionE,Flat,395.45,308.45,0.2059,91.04,63.735178,1059.81,323.244,0.0,516.566,354.24,442.8,119.556,0.0,220.0,-100.444,24.6166,Low,820.0,0.0,0.0,98.64,255.6,Main_0_2399,98.64000000000001,442.8,442.8,0.0,370.0,220.0,220.0,397.01
685,RegionE,Flat,395.64,308.6,0.2055,70.0053333333,50.744401,1012.13,318.466,0.0,473.664,351.961,439.9512,121.4852,0.0,220.0,-98.5148,24.9652,Low,820.0,0.0,0.0,77.6053333333,274.355667,Main_0_2399,77.60533333333339,439.95125041666665,439.95125041666665,0.0,370.0,220.0,220.0,352.17874958333334
686,RegionE,Flat,395.81,308.73,0.2063,79.6,57.559289,950.0,286.935,0.0,443.065,325.192,406.49,119.555,0.0,220.0,-100.445,24.6642,Low,820.0,0.0,0.0,88.02,237.172,Main_0_2399,88.02,406.49,406.49,0.0,370.0,220.0,220.0,323.51
687,RegionE,Flat,395.99,308.87,0.2083,86.0453333333,59.843544,877.65,222.7402,0.0,434.9098,263.1,328.875,106.1348,0.0,220.0,-113.8652,22.1079,Low,820.0,0.0,0.0,92.77,170.33,Main_0_2399,92.76999999999927,328.8749999999991,328.8749999999991,0.0,370.0,220.0,220.0,328.7750000000009
688,RegionE,Flat,396.16,309.0,0.2113,50.4746666667,37.727273,800.0,212.736,0.0,367.264,265.92,332.4,119.664,0.0,220.0,-100.336,25.285,Low,820.0,0.0,0.0,57.108,208.812,Main_0_2399,57.10800000000051,332.40000000000066,332.40000000000066,0.0,370.0,220.0,220.0,247.59999999999934
689,RegionE,Peak,574.67,448.24,0.2151,25.3733333333,20.311265,722.35,182.2724,0.0,320.0776,244.42,305.525,0.0,0.0,220.0,-220.0,0.0,Medium,687.4703,0.0,123.2526,30.07,214.35,Main_0_2399,30.069999999999233,305.524999999999,305.524999999999,0.0,370.0,220.0,220.0,196.825000000001
690,RegionE,Peak,574.91,448.43,0.2196,7.3973333333,6.841238,650.0,141.8244,0.0,288.1756,206.29,257.8625,0.0,0.0,220.0,-220.0,0.0,Medium,562.6981,0.0,116.0381,9.6973333333,196.592667,Main_0_2399,9.69733333333288,257.86250041666614,257.86250041666614,0.0,370.0,220.0,220.0,172.13749958333386
691,RegionE,Peak,575.13,448.6,0.2243,32.568,24.066206,587.87,165.8044,0.0,202.0656,241.17,301.4625,0.0,0.0,220.0,-220.0,0.0,Medium,416.8292,0.0,135.6581,36.508,204.662,Main_0_2399,36.507999999999974,301.4625,301.4625,0.0,370.0,220.0,220.0,66.40750000000003
692,RegionE,Peak,575.35,448.77,0.229,29.6,21.450922,540.19,161.8994,0.0,170.2308,235.49,294.3625,0.0,0.0,208.0598,-208.0598,0.0,Medium,274.3957,0.0,132.4631,32.7833333333,202.706667,Main_0_2399,32.78333333333332,294.36250041666665,294.36250041666665,0.0,370.0,220.0,220.0,25.827499583333406
693,RegionE,Peak,575.56,448.94,0.2335,73.6,48.517787,510.22,163.6869,0.0,155.9399,238.09,297.6125,0.0,0.0,190.5932,-190.5932,0.0,Medium,130.3896,0.0,133.9256,76.62,161.47,Main_0_2399,76.62,297.6125,297.6125,0.0,370.0,220.0,212.60750000000002,0.0
694,RegionE,Flat,357.37,278.75,0.2373,87.5093333333,57.760211,500.0,204.8131,59.0374,106.2673,297.91,372.3875,167.5744,0.0,129.8822,37.6921,39.7654,Low,185.8848,59.0374,0.0,91.1893333333,206.720667,Main_0_2399,106.86933333333361,391.987500416667,391.987500416667,0.0,370.0,220.0,108.01249958333301,0.0
695,RegionE,Flat,357.49,278.84,0.2402,87.464,57.773386,510.22,206.8069,60.6826,109.2287,300.81,376.0125,169.2056,0.0,133.5018,35.7038,40.6432,Low,242.9264,60.6826,0.0,91.165,209.645,Main_0_2399,106.84499999999997,395.6125,395.6125,0.0,370.0,220.0,114.60750000000002,0.0
696,RegionE,Valley,258.27,201.45,0.2422,84.0266666667,56.136364,540.19,246.4413,58.7498,105.7495,358.46,448.075,259.2337,57.6,129.2495,129.9843,62.7864,Low,352.2952,116.3498,0.0,88.2813333333,270.178667,Main_0_2399,103.96133333333327,467.67500041666665,467.67500041666665,0.0,370.0,220.0,72.5149995833334,0.0
697,RegionE,Valley,258.35,201.51,0.2429,75.2346666667,50.564888,587.87,273.4875,62.8765,113.1777,397.8,497.25,281.3625,57.6,138.3283,143.0342,68.343,Low,465.5431,120.4765,0.0,79.3846666667,318.415333,Main_0_2399,88.79266666666719,509.0099995833339,509.0099995833339,0.0,370.0,220.0,78.86000041666608,0.0
698,RegionE,Valley,258.42,201.57,0.2425,59.7013333333,45.334321,650.0,280.0188,73.9963,133.1933,407.3,509.125,286.7062,57.6,162.7918,123.9145,69.5263,Low,589.2436,131.5962,0.0,68.2263333333,339.073667,Main_0_2399,92.0663333333339,538.9250004166673,538.9250004166673,0.0,370.0,220.0,111.07499958333267,0.0
699,RegionE,Valley,258.49,201.62,0.2408,26.3306666667,21.194005,722.35,308.5844,82.7531,148.9556,448.85,561.0625,310.0781,57.6,182.0569,128.0212,74.6668,Medium,721.1755,140.3531,0.0,31.295,417.555,Main_0_2399,45.524333333331754,578.8491666666647,578.8491666666647,0.0,370.0,220.0,143.50083333333532,0.0
700,RegionE,Valley,258.56,201.68,0.2382,17.12,15.711462,800.0,324.4794,47.5324,207.9882,471.97,589.9625,323.0831,57.6,220.0,103.0831,76.9584,Medium,820.0,105.1324,0.0,22.32,449.65,Main_0_2399,22.893333333333594,590.679166666667,590.679166666667,0.0,370.0,220.0,209.32083333333298,0.0
701,RegionE,Valley,258.62,201.72,0.2346,30.304,24.021739,877.65,332.695,0.0,324.955,483.92,604.9,272.205,0.0,220.0,52.205,63.8593,Medium,820.0,0.0,0.0,35.634,448.286,Main_0_2399,55.793999999999954,630.0999999999999,630.0999999999999,0.0,370.0,220.0,220.0,27.550000000000068
702,RegionE,Valley,258.68,201.77,0.2305,31.544,24.4417,950.0,320.7462,0.0,409.2538,466.54,583.175,262.4287,0.0,220.0,42.4287,60.4898,Medium,820.0,0.0,0.0,36.524,430.016,Main_0_2399,56.68400000000046,608.3750000000007,608.3750000000007,0.0,370.0,220.0,220.0,121.62499999999932
703,RegionE,Flat,398.04,310.47,0.226,45.1066666667,33.98386,1012.13,345.5658,0.0,446.5642,463.39,579.2375,233.6717,0.0,220.0,13.6717,52.8098,Medium,820.0,0.0,0.0,51.2666666667,412.123333,Main_0_2399,71.42666666666622,604.4374995833327,604.4374995833327,0.0,370.0,220.0,220.0,187.69250041666726
704,RegionE,Flat,398.12,310.53,0.2216,17.68,15.632411,1059.81,371.056,0.0,468.754,463.82,579.775,208.719,0.0,220.0,-11.281,46.2521,Medium,820.0,0.0,0.0,22.4173333333,441.402667,Main_0_2399,42.57733333333401,604.9750004166675,604.9750004166675,0.0,370.0,220.0,220.0,234.83499958333243
705,RegionE,Flat,398.18,310.58,0.2174,12.88,12.005929,1089.78,386.3624,0.0,483.4176,456.37,570.4625,184.1001,0.0,220.0,-35.8999,40.0234,Medium,820.0,0.0,0.0,16.98,439.39,Main_0_2399,29.07600000000046,585.5825000000006,585.5825000000006,0.0,370.0,220.0,220.0,284.1974999999994
706,RegionE,Flat,398.24,310.63,0.2139,12.48,13.962451,1100.0,376.4129,0.0,503.5871,426.6,533.25,156.8371,0.0,220.0,-63.1629,33.5474,Low,820.0,0.0,0.0,18.81,407.79,Main_0_2399,18.81000000000003,533.25,533.25,0.0,370.0,220.0,220.0,346.75
707,RegionE,Flat,398.29,310.67,0.2111,35.544,30.041173,1089.78,381.1701,0.0,488.6099,421.26,526.575,145.4049,0.0,220.0,-74.5951,30.695,Low,820.0,0.0,0.0,43.7306666667,377.529333,Main_0_2399,43.73066666666679,526.5749995833335,526.5749995833335,0.0,370.0,220.0,220.0,343.2050004166665
708,RegionE,Flat,398.33,310.7,0.2094,78.432,55.360672,1059.81,319.4206,0.0,520.3894,350.05,437.5625,118.1419,0.0,220.0,-101.8581,24.7389,Low,820.0,0.0,0.0,85.437,264.613,Main_0_2399,85.43700000000018,437.5625000000002,437.5625000000002,0.0,370.0,220.0,220.0,402.2474999999997
709,RegionE,Flat,398.36,310.72,0.2089,89.5386666667,61.34058,1012.13,302.446,0.0,489.684,334.256,417.82,115.374,0.0,220.0,-104.626,24.1016,Low,820.0,0.0,0.0,95.6536666667,238.602333,Main_0_2399,95.653666666666,417.81999958333245,417.81999958333245,0.0,370.0,220.0,220.0,374.31000041666755
710,RegionE,Flat,398.39,310.74,0.2095,107.2746666667,71.884058,950.0,272.1299,0.0,457.8701,308.413,385.5162,113.3863,0.0,220.0,-106.6137,23.7544,Low,820.0,0.0,0.0,112.9746666667,195.438333,Main_0_2399,112.97466666666655,385.5162495833332,385.5162495833332,0.0,370.0,220.0,220.0,344.4837504166668
711,RegionE,Flat,398.41,310.76,0.2113,101.28,67.086627,877.65,245.2318,0.0,412.4182,289.667,362.0837,116.8519,0.0,220.0,-103.1481,24.6908,Low,820.0,0.0,0.0,105.8716666667,183.795333,Main_0_2399,105.87166666666658,362.0837495833332,362.0837495833332,0.0,370.0,220.0,220.0,295.5662504166668
712,RegionE,Flat,398.42,310.77,0.2141,88.9653333333,58.466733,800.0,200.952,0.0,379.048,251.19,313.9875,113.0355,0.0,220.0,-106.9645,24.2009,Low,820.0,0.0,0.0,92.5303333333,158.659667,Main_0_2399,92.53033333333327,313.9875004166666,313.9875004166666,0.0,370.0,220.0,220.0,266.0124995833334
713,RegionE,Peak,577.71,450.61,0.2178,95.6,64.846838,722.35,180.5423,0.0,321.8077,242.1,302.625,0.0,0.0,220.0,-220.0,0.0,Medium,688.7282,0.0,122.0827,101.335,140.765,Main_0_2399,101.33499999999964,302.62499999999955,302.62499999999955,0.0,370.0,220.0,220.0,199.72500000000048
714,RegionE,Peak,577.7,450.61,0.222,80.664,53.853755,650.0,161.1912,0.0,268.8088,234.46,293.075,0.0,0.0,220.0,-220.0,0.0,Medium,546.9178,0.0,131.8838,84.672,149.788,Main_0_2399,84.9119999999984,293.374999999998,293.374999999998,0.0,370.0,220.0,220.0,136.625000000002
715,RegionE,Peak,577.68,450.59,0.2266,62.776,44.105731,587.87,165.0,0.0,202.87,240.0,300.0,0.0,0.0,220.0,-220.0,0.0,Medium,401.7565,0.0,135.0,68.176,171.824,Main_0_2399,68.41600000000058,300.30000000000075,300.30000000000075,0.0,370.0,220.0,220.0,67.56999999999925
716,RegionE,Peak,577.64,450.56,0.2311,114.848,77.549407,540.19,188.045,0.0,158.4652,273.52,341.9,0.0,0.0,193.6798,-193.6798,0.0,Medium,236.321,0.0,153.855,121.548,151.972,Main_0_2399,121.78800000000008,342.20000000000016,342.20000000000016,0.0,370.0,220.0,197.9899999999999,0.0
717,RegionE,Peak,577.6,450.53,0.2354,117.9973333333,80.556653,510.22,183.6106,0.0,146.9742,267.07,333.8375,6.7084,0.0,179.6352,-172.9268,1.5791,Medium,82.0,0.0,143.5185,125.7573333333,141.312667,Main_0_2399,125.99733333333418,334.13750041666776,334.13750041666776,0.0,370.0,220.0,176.08249958333226,0.0
718,RegionE,Flat,358.48,279.61,0.239,92.472,64.403821,500.0,192.7269,61.4546,110.6183,280.33,350.4125,157.6856,0.0,135.2002,22.4855,37.6869,Low,139.7673,61.4546,0.0,99.8536666667,180.476333,Main_0_2399,100.09366666666622,350.71249958333283,350.71249958333283,0.0,370.0,220.0,149.28750041666717,0.0
719,RegionE,Flat,358.43,279.58,0.2417,97.8773333333,67.859025,510.22,232.5881,55.5264,99.9475,338.31,422.8875,190.2994,0.0,122.158,68.1413,45.9954,Low,191.9621,55.5264,0.0,105.3773333333,232.932667,Main_0_2399,105.58133333333325,423.1425004166665,423.1425004166665,0.0,370.0,220.0,87.07749958333352,0.0
720,RegionE,Valley,258.83,201.89,0.2434,82.792,61.226943,540.19,232.3406,61.5699,110.8258,337.95,422.4375,247.6969,57.6,135.4537,112.2431,60.2894,Low,303.9818,119.1699,0.0,93.0086666667,244.941333,Main_0_2399,93.00866666666795,422.43749958333495,422.43749958333495,0.0,370.0,220.0,117.7525004166651,0.0
721,RegionE,Valley,258.79,201.86,0.244,139.272,93.366271,587.87,280.2456,61.5249,110.7448,407.63,509.5375,286.8919,57.6,135.3547,151.5372,70.0016,Low,415.9592,119.1249,0.0,146.7136666667,260.916333,Main_0_2399,146.71366666666742,509.53749958333435,509.53749958333435,0.0,370.0,220.0,78.33250041666565,0.0
722,RegionE,Valley,258.75,201.83,0.2433,114.192,76.195652,650.0,274.2506,75.1499,135.2698,398.91,498.6375,281.9869,57.6,165.3297,116.6571,68.6074,Low,540.7441,132.7499,0.0,119.932,278.978,Main_0_2399,119.93199999999982,498.6374999999998,498.6374999999998,0.0,370.0,220.0,151.36250000000018,0.0
723,RegionE,Valley,258.7,201.79,0.2415,128.56,84.743083,722.35,310.0213,82.4658,148.4383,450.94,563.675,311.2537,57.6,181.4247,129.8291,75.1678,Medium,672.4059,140.0658,0.0,133.948,316.992,Main_0_2399,133.9480000000015,563.6750000000019,563.6750000000019,0.0,370.0,220.0,158.67499999999814,0.0
724,RegionE,Valley,258.64,201.74,0.2386,102.936,70.291502,800.0,311.9256,97.6149,175.7068,453.71,567.1375,312.8119,57.6,214.7527,98.0591,74.6369,Medium,818.3079,155.2149,0.0,109.656,344.054,Main_0_2399,109.65599999999814,567.1374999999977,567.1374999999977,0.0,370.0,220.0,220.0,12.862500000002342
725,RegionE,Valley,258.58,201.69,0.2348,73.9946666667,51.190711,877.65,342.0381,0.0,315.6119,497.51,621.8875,281.6495,1.8001,220.0,61.6495,66.1313,Medium,820.0,1.8001,0.0,79.413,418.097,Main_0_2399,79.41300000000052,621.8875000000006,621.8875000000006,0.0,370.0,220.0,220.0,35.76249999999936
726,RegionE,Valley,258.52,201.65,0.2305,61.7146666667,40.858037,950.0,340.5394,0.0,389.4606,495.33,619.1625,278.6231,0.0,220.0,58.6231,64.2226,Medium,820.0,0.0,0.0,64.4246666667,430.905333,Main_0_2399,64.4246666666668,619.1624995833334,619.1624995833334,0.0,370.0,220.0,220.0,110.83750041666656
727,RegionE,Flat,397.61,310.14,0.2258,87.1413333333,57.47365,1012.13,341.1585,0.0,450.9715,457.48,571.85,230.6915,0.0,220.0,10.6915,52.0901,Medium,820.0,0.0,0.0,90.8413333333,366.638667,Main_0_2399,90.84133333333294,571.8500004166661,571.8500004166661,0.0,370.0,220.0,220.0,220.27999958333385
728,RegionE,Flat,397.5,310.05,0.2212,107.68,70.158103,1059.81,348.432,0.0,491.378,435.54,544.425,195.993,0.0,220.0,-24.007,43.3537,Low,820.0,0.0,0.0,111.38,324.16,Main_0_2399,111.38,544.4250000000001,544.4250000000001,0.0,370.0,220.0,220.0,295.3849999999999
729,RegionE,Flat,397.38,309.96,0.2168,118.976,77.557642,1089.78,360.4565,0.0,509.3235,425.77,532.2125,171.756,0.0,220.0,-48.244,37.2367,Low,820.0,0.0,0.0,123.1043333333,302.665667,Main_0_2399,123.10433333333287,532.2125004166661,532.2125004166661,0.0,370.0,220.0,220.0,337.56749958333387
730,RegionE,Flat,397.25,309.86,0.213,65.2106666667,43.099473,1100.0,337.0158,0.0,542.9842,381.95,477.4375,140.4217,0.0,220.0,-79.5783,29.9098,Low,820.0,0.0,0.0,68.0706666667,313.879333,Main_0_2399,68.07066666666599,477.43749958333245,477.43749958333245,0.0,370.0,220.0,220.0,402.5625004166675
731,RegionE,Flat,397.11,309.75,0.2101,74.4533333333,51.416337,1089.78,339.3396,0.0,530.4404,375.03,468.7875,129.4479,0.0,220.0,-90.5521,27.197,Low,820.0,0.0,0.0,79.9133333333,295.116667,Main_0_2399,79.9133333333338,468.7875004166673,468.7875004166673,0.0,370.0,220.0,220.0,400.9924995833327
732,RegionE,Flat,396.97,309.64,0.2082,65.2,45.405138,1059.81,340.5997,0.0,499.2102,373.26,466.575,125.9753,0.0,220.0,-94.0247,26.228,Low,820.0,0.0,0.0,70.22,303.04,Main_0_2399,70.22,466.575,466.575,0.0,370.0,220.0,220.0,373.2349999999999
733,RegionE,Flat,396.82,309.52,0.2074,90.24,64.403821,1012.13,311.7096,0.0,480.4204,344.494,430.6175,118.9079,0.0,220.0,-101.0921,24.6615,Low,820.0,0.0,0.0,98.8366666667,245.657333,Main_0_2399,98.83666666666669,430.61749958333337,430.61749958333337,0.0,370.0,220.0,220.0,361.5125004166666
734,RegionE,Flat,396.67,309.4,0.2078,71.24,52.481884,950.0,284.9259,0.0,445.0741,322.915,403.6438,118.7179,0.0,220.0,-101.2821,24.6696,Low,820.0,0.0,0.0,79.6693333333,243.245667,Main_0_2399,79.66933333333198,403.643750416665,403.643750416665,0.0,370.0,220.0,220.0,326.35624958333506
735,RegionE,Flat,396.51,309.28,0.2094,65.7386666667,52.94137,877.65,245.3452,0.0,412.3048,289.801,362.2512,116.906,0.0,220.0,-103.094,24.4801,Low,820.0,0.0,0.0,77.9806666667,211.820333,Main_0_2399,77.98066666666581,362.25124958333225,362.25124958333225,0.0,370.0,220.0,220.0,295.3987504166678
736,RegionE,Flat,396.34,309.15,0.212,70.1333333333,53.323452,800.0,200.9736,0.0,379.0264,251.217,314.0212,113.0476,0.0,220.0,-106.9524,23.9661,Low,820.0,0.0,0.0,80.1233333333,171.093667,Main_0_2399,80.12333333333274,314.0212504166659,314.0212504166659,0.0,370.0,220.0,220.0,265.9787495833341
737,RegionE,Peak,574.45,448.07,0.2155,55.2,44.020092,722.35,162.0928,0.0,340.2572,217.36,271.7,0.0,0.0,220.0,-220.0,0.0,Medium,702.1428,0.0,109.6072,65.1083333333,152.251667,Main_0_2399,65.10833333333326,271.70000041666657,271.70000041666657,0.0,370.0,220.0,220.0,230.64999958333345
738,RegionE,Peak,574.19,447.87,0.2196,74.9893333333,56.391634,650.0,181.8094,0.0,248.1906,264.45,330.5625,0.0,0.0,220.0,-220.0,0.0,Medium,542.1932,0.0,148.7531,85.0493333333,179.400667,Main_0_2399,85.04933333333464,330.5625004166683,330.5625004166683,0.0,370.0,220.0,220.0,99.43749958333171
