Hour,Region,PricePeriod,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,AITrainingPower_MW,GPU_Utilization_Percent,AvailableRenewable_MW,UsedRenewable_MW,RenewableCharge_MW,Curtailment_MW,IT_Load_MW,Total_Load_MW,GridPurchase_MW,GridCharge_MW,GridSell_MW,NetGridImport_MW,CarbonEmission_tCO2,DemandResponseLevel,SOC_MWh,ChargePower_MW,DischargePower_MW,Baseline_AI_IT_Load_MW,NonAI_IT_Load_MW,DataPeriod,FacilityLoad_MW,RenewableUse_MW,Charge_MW,Discharge_MW,Price,SellPrice,CarbonIntensity,GridExportLimit_MW
2062,RegionE,Flat,337.81,263.49,0.239,39.4506666667,29.356061,500.0,211.6262,57.6747,0.0,307.82,384.775,0.0,0.0,115.22499958337505,46.2643,41.3826,Low,370.0,57.6747,0.0,44.3223333333,263.497667,Main_0_2399,384.77500041662495,384.77500041662495,0.0,0.0,337.81,263.49,0.239,115.22499958337505
2063,RegionE,Flat,337.8,263.48,0.2417,67.36,46.245059,510.22,226.5381,56.7364,0.0,329.51,411.8875,0.0,0.0,98.33250000000004,60.5293,44.7989,Low,370.0,56.7364,0.0,71.88,257.63,Main_0_2399,411.8875,411.8875,0.0,0.0,337.8,263.48,0.2417,98.33250000000004
2064,RegionE,Valley,243.95,190.28,0.2434,62.056,42.969368,540.19,239.7863,60.0808,0.0,348.78,435.975,0.0,57.6,104.21500000000009,121.6111,61.7722,Low,370.0,117.6808,0.0,66.576,282.204,Main_0_2399,435.97499999999997,435.97499999999997,0.0,0.0,243.95,190.28,0.2434,104.21500000000009
2065,RegionE,Valley,243.93,190.27,0.244,65.8853333333,44.415349,587.87,265.3613,64.5018,0.0,385.98,482.475,0.0,57.6,105.39499958337501,132.8099,67.0302,Low,370.0,122.1017,0.0,69.5543333333,316.425667,Main_0_2399,482.475000416625,482.475000416625,0.0,0.0,243.93,190.27,0.244,105.39499958337501
2066,RegionE,Valley,243.91,190.25,0.2433,113.3013333333,71.357049,650.0,277.7706,74.4459,0.0,404.03,505.0375,0.0,57.6,144.962499583375,121.0859,69.3081,Low,370.0,132.0459,0.0,114.7013333333,289.328667,Main_0_2399,505.037500416625,505.037500416625,0.0,0.0,243.91,190.25,0.2433,144.962499583375
2067,RegionE,Valley,243.88,190.23,0.2415,127.84,84.189723,722.35,296.9038,85.0892,0.0,431.86,539.825,0.0,57.6,182.52499999999998,113.3249,72.5759,Low,370.0,142.6892,0.0,133.04,298.82,Main_0_2399,539.825,539.825,0.0,0.0,243.88,190.23,0.2415,182.52499999999998
2068,RegionE,Valley,243.85,190.2,0.2386,128.0853333333,84.397233,800.0,314.7375,57.8148,7.75,457.8,572.25,0.0,57.6,220.0,95.1125,75.1858,Medium,370.0,115.4148,0.0,133.242,324.558,Main_0_2399,572.25,572.25,0.0,0.0,243.85,190.2,0.2386,227.75
2069,RegionE,Valley,243.81,190.17,0.2348,109.5066666667,71.516798,877.65,311.4856,0.0,91.31249958337492,453.07,566.3375,0.0,0.0,220.0,34.8519,59.8392,Medium,370.0,0.0,0.0,113.3333333333,339.736667,Main_0_2399,566.3375004166251,566.3375004166251,0.0,0.0,243.81,190.17,0.2348,311.3124995833749
2070,RegionE,Valley,243.76,190.13,0.2305,72.0906666667,49.957181,950.0,330.2269,0.0,129.58750041662495,480.33,600.4125,0.0,0.0,220.0,50.1856,62.2778,Medium,370.0,0.0,0.0,77.4906666667,402.839333,Main_0_2399,600.412499583375,600.412499583375,0.0,0.0,243.76,190.13,0.2305,349.58750041662495
2071,RegionE,Flat,374.95,292.46,0.2258,75.392,51.996047,1012.13,357.5721,0.0,192.76750000000004,479.49,599.3625,0.0,0.0,220.0,21.7904,54.5963,Medium,370.0,0.0,0.0,80.792,398.698,Main_0_2399,599.3625,599.3625,0.0,0.0,374.95,292.46,0.2258,412.76750000000004
2072,RegionE,Flat,374.87,292.4,0.2212,77.2426666667,54.726614,1059.81,369.192,0.0,262.947499583375,461.49,576.8625,0.0,0.0,220.0,-12.3295,45.9367,Medium,370.0,0.0,0.0,84.2493333333,377.240667,Main_0_2399,576.8625004166249,576.8625004166249,0.0,0.0,374.87,292.4,0.2212,482.947499583375
2073,RegionE,Flat,374.78,292.33,0.2168,64.8853333333,43.960804,1089.78,361.2607,0.0,336.379999583375,426.72,533.4,0.0,0.0,220.0,-47.8607,37.3198,Low,370.0,0.0,0.0,68.7703333333,357.949667,Main_0_2399,533.400000416625,533.400000416625,0.0,0.0,374.78,292.33,0.2168,556.379999583375
2074,RegionE,Flat,374.69,292.26,0.213,80.96,53.063241,1100.0,361.9158,0.0,367.2875,410.17,512.7125,0.0,0.0,220.0,-69.2033,32.1197,Low,370.0,0.0,0.0,84.06,326.11,Main_0_2399,512.7125,512.7125,0.0,0.0,374.69,292.26,0.213,587.2875
2075,RegionE,Flat,374.59,292.18,0.2101,56.8213333333,37.829381,1089.78,345.2572,0.0,392.817499583375,381.57,476.9625,0.0,0.0,220.0,-88.2947,27.6713,Low,370.0,0.0,0.0,59.5913333333,321.978667,Main_0_2399,476.96250041662495,476.96250041662495,0.0,0.0,374.59,292.18,0.2101,612.817499583375
2076,RegionE,Flat,374.48,292.09,0.2082,57.76,36.821476,1059.81,315.214,0.0,408.009999583375,345.44,431.8,0.0,0.0,220.0,-103.414,24.2732,Low,370.0,0.0,0.0,58.9233333333,286.516667,Main_0_2399,431.8000004166249,431.8000004166249,0.0,0.0,374.48,292.09,0.2082,628.009999583375
2077,RegionE,Flat,374.37,292.01,0.2074,62.8293333333,39.094203,1012.13,303.2196,0.0,373.24124958337495,335.111,418.8887,0.0,0.0,220.0,-104.3309,23.9898,Low,370.0,0.0,0.0,63.0653333333,272.045667,Main_0_2399,418.88875041662504,418.88875041662504,0.0,0.0,374.37,292.01,0.2074,593.241249583375
2078,RegionE,Flat,374.25,291.92,0.2078,63.432,41.151186,950.0,274.0297,0.0,341.7925,310.566,388.2075,0.0,0.0,220.0,-105.8222,23.7261,Low,370.0,0.0,0.0,65.432,245.134,Main_0_2399,388.2075,388.2075,0.0,0.0,374.25,291.92,0.2078,561.7925
2079,RegionE,Flat,374.12,291.81,0.2094,58.1866666667,39.295125,877.65,247.6209,0.0,292.0387504166249,292.489,365.6112,0.0,0.0,220.0,-102.0097,24.7072,Low,370.0,0.0,0.0,61.5866666667,230.902333,Main_0_2399,365.611249583375,365.611249583375,0.0,0.0,374.12,291.81,0.2094,512.0387504166249
2080,RegionE,Flat,373.99,291.71,0.212,38.9946666667,29.812253,800.0,210.2768,0.0,251.4425,262.846,328.5575,0.0,0.0,220.0,-101.7193,25.0755,Low,370.0,0.0,0.0,44.793,218.053,Main_0_2399,328.5575,328.5575,0.0,0.0,373.99,291.71,0.212,471.4425
2081,RegionE,Peak,542.09,422.83,0.2155,87.04,61.704545,722.35,159.7885,0.0,234.51250000000005,214.27,267.8375,0.0,0.0,220.0,-220.0,0.0,Medium,370.0,0.0,108.049,94.845,119.425,Main_0_2399,267.8375,267.8375,0.0,0.0,542.09,422.83,0.2155,454.51250000000005
2082,RegionE,Peak,541.89,422.67,0.2196,97.0853333333,67.758564,650.0,164.6081,0.0,130.712500416625,239.43,299.2875,0.0,0.0,220.0,-220.0,0.0,Medium,370.0,0.0,134.6794,104.7386666667,134.691333,Main_0_2399,299.287499583375,299.287499583375,0.0,0.0,541.89,422.67,0.2196,350.712500416625
2083,RegionE,Peak,541.68,422.51,0.2239,88.0,61.274704,587.87,163.8038,0.0,70.04500000000002,238.26,297.825,0.0,0.0,220.0,-220.0,0.0,Medium,370.0,0.0,134.0212,94.86,143.4,Main_0_2399,297.825,297.825,0.0,0.0,541.68,422.51,0.2239,290.045
2084,RegionE,Peak,541.46,422.34,0.2283,114.7946666667,76.944993,540.19,167.3925,0.0,15.840000000000032,243.48,304.35,0.0,0.0,220.0,-205.0386,0.0,Medium,370.0,0.0,136.9575,120.795,122.685,Main_0_2399,304.35,304.35,0.0,0.0,541.46,422.34,0.2283,235.84000000000003
2085,RegionE,Peak,541.24,422.17,0.2323,116.1013333333,72.852437,510.22,185.2606,0.0,0.0,269.47,336.8375,0.0,0.0,173.38250041662502,-178.7277,0.0,Medium,370.0,0.0,151.5769,117.2646666667,152.205333,Main_0_2399,336.837499583375,336.837499583375,0.0,0.0,541.24,422.17,0.2323,173.38250041662502
2086,RegionE,Flat,335.8,261.92,0.2357,106.1866666667,66.85112,500.0,201.2863,59.7428,0.0,292.78,365.975,0.0,0.0,134.024999583375,33.2547,38.8171,Low,370.0,59.7428,0.0,107.4533333333,185.326667,Main_0_2399,365.975000416625,365.975000416625,0.0,0.0,335.8,261.92,0.2357,134.024999583375
2087,RegionE,Flat,335.65,261.81,0.2383,81.6613333333,52.211792,510.22,216.48,58.748,0.0,314.88,393.6,0.0,0.0,116.61999958337503,47.8744,42.2077,Low,370.0,58.748,0.0,83.3413333333,231.538667,Main_0_2399,393.600000416625,393.600000416625,0.0,0.0,335.65,261.81,0.2383,116.61999958337503
2088,RegionE,Valley,242.31,189.0,0.2399,91.04,58.003953,540.19,243.6844,59.3011,0.0,354.45,443.0625,0.0,57.6,97.1275,126.5156,61.6491,Low,370.0,116.9011,0.0,92.72,261.73,Main_0_2399,443.06250000000006,443.06250000000006,0.0,0.0,242.31,189.0,0.2399,97.1275
2089,RegionE,Valley,242.2,188.92,0.2402,134.088,84.326416,587.87,274.6631,62.6414,0.0,399.51,499.3875,0.0,57.6,88.48250041662499,144.5133,67.8143,Low,370.0,120.2414,0.0,135.5846666667,263.925333,Main_0_2399,499.387499583375,499.387499583375,0.0,0.0,242.2,188.92,0.2402,88.48250041662499
2090,RegionE,Valley,242.08,188.82,0.2394,102.08,66.123188,650.0,280.1562,73.9688,0.0,407.5,509.375,0.0,57.6,140.625,124.0875,68.6644,Low,370.0,131.5687,0.0,105.178,302.322,Main_0_2399,509.375,509.375,0.0,0.0,242.08,188.82,0.2394,140.625
2091,RegionE,Valley,241.97,188.74,0.2374,87.264,56.195652,722.35,316.5181,81.1664,0.0,460.39,575.4875,0.0,57.6,146.86250000000007,138.0033,75.1536,Medium,370.0,138.7664,0.0,89.594,370.796,Main_0_2399,575.4875,575.4875,0.0,0.0,241.97,188.74,0.2374,146.86250000000007
2092,RegionE,Valley,241.85,188.64,0.2344,98.56,62.938076,800.0,312.2831,77.452,12.212500416625062,454.23,567.7875,0.0,57.6,220.0,93.1044,73.3917,Medium,370.0,135.052,0.0,100.6346666667,353.595333,Main_0_2399,567.7874995833749,567.7874995833749,0.0,0.0,241.85,188.64,0.2344,232.21250041662506
2093,RegionE,Valley,241.73,188.55,0.2305,86.8053333333,59.341238,877.65,327.7106,0.0,61.81249958337503,476.67,595.8375,0.0,0.0,220.0,48.1269,61.8032,Medium,370.0,0.0,0.0,92.6053333333,384.064667,Main_0_2399,595.837500416625,595.837500416625,0.0,0.0,241.73,188.55,0.2305,281.81249958337503
2094,RegionE,Valley,241.62,188.46,0.226,89.4506666667,65.653821,950.0,343.97,0.0,104.600000416625,500.32,625.4,0.0,0.0,220.0,61.43,63.6032,Medium,370.0,0.0,0.0,99.8456666667,400.474333,Main_0_2399,625.399999583375,625.399999583375,0.0,0.0,241.62,188.46,0.226,324.600000416625
2095,RegionE,Flat,371.53,289.79,0.2212,96.808,72.238142,1012.13,349.6151,0.0,206.10500000000002,468.82,586.025,0.0,0.0,220.0,16.4099,52.2939,Medium,370.0,0.0,0.0,109.168,359.652,Main_0_2399,586.025,586.025,0.0,0.0,371.53,289.79,0.2212,426.105
2096,RegionE,Flat,371.35,289.65,0.2164,82.7386666667,64.734848,1059.81,342.592,0.0,304.51000041662496,428.24,535.3,0.0,0.0,220.0,-27.292,41.702,Low,370.0,0.0,0.0,96.2986666667,331.941333,Main_0_2399,535.299999583375,535.299999583375,0.0,0.0,371.35,289.65,0.2164,524.510000416625
2097,RegionE,Flat,371.16,289.5,0.2119,105.3866666667,76.373518,1089.78,376.0932,0.0,314.48,444.24,555.3,0.0,0.0,220.0,-40.7932,37.9739,Low,370.0,0.0,0.0,116.654,327.586,Main_0_2399,555.3,555.3,0.0,0.0,371.16,289.5,0.2119,534.48
2098,RegionE,Flat,370.97,289.36,0.208,71.2906666667,53.106061,1100.0,356.8247,0.0,374.49999958337503,404.4,505.5,0.0,0.0,220.0,-71.3247,30.9245,Low,370.0,0.0,0.0,80.3373333333,324.062667,Main_0_2399,505.50000041662497,505.50000041662497,0.0,0.0,370.97,289.36,0.208,594.499999583375
2099,RegionE,Flat,370.78,289.21,0.205,60.8986666667,46.875823,1089.78,342.7961,0.0,396.2174995833749,378.85,473.5625,0.0,0.0,220.0,-89.2336,26.8071,Low,370.0,0.0,0.0,70.1833333333,308.666667,Main_0_2399,473.5625004166251,473.5625004166251,0.0,0.0,370.78,289.21,0.205,616.2174995833749
2100,RegionE,Flat,370.6,289.07,0.203,45.088,35.467721,1059.81,307.6768,0.0,418.33499958337484,337.18,421.475,0.0,0.0,220.0,-106.2018,23.101,Low,370.0,0.0,0.0,52.6813333333,284.498667,Main_0_2399,421.47500041662505,421.47500041662505,0.0,0.0,370.6,289.07,0.203,638.3349995833748
2101,RegionE,Flat,370.41,288.92,0.2022,70.4053333333,48.883399,1012.13,301.8958,0.0,375.07000000000005,333.648,417.06,0.0,0.0,220.0,-104.8358,23.2862,Low,370.0,0.0,0.0,75.77,257.878,Main_0_2399,417.05999999999995,417.05999999999995,0.0,0.0,370.41,288.92,0.2022,595.07
2102,RegionE,Flat,370.22,288.77,0.2025,56.32,39.822134,950.0,284.235,0.0,327.33500000000004,322.132,402.665,0.0,0.0,220.0,-101.57,23.9821,Low,370.0,0.0,0.0,61.42,260.712,Main_0_2399,402.665,402.665,0.0,0.0,370.22,288.77,0.2025,547.335
2103,RegionE,Flat,370.03,288.62,0.204,51.68,38.102767,877.65,244.778,0.0,296.23625000000004,289.131,361.4137,0.0,0.0,220.0,-103.3643,23.7937,Low,370.0,0.0,0.0,57.86,231.271,Main_0_2399,361.41374999999994,361.41374999999994,0.0,0.0,370.03,288.62,0.204,516.23625
2104,RegionE,Flat,369.84,288.48,0.2066,56.2586666667,37.447299,800.0,193.5408,0.0,277.59250041662494,241.926,302.4075,0.0,0.0,220.0,-111.1333,22.4919,Low,370.0,0.0,0.0,58.9136666667,183.012333,Main_0_2399,302.40749958337506,302.40749958337506,0.0,0.0,369.84,288.48,0.2066,497.59250041662494
2105,RegionE,Peak,536.01,418.09,0.21,32.6533333333,23.488142,722.35,196.5084,0.0,172.96250000000003,263.51,329.3875,0.0,0.0,220.0,-220.0,0.0,Medium,370.0,0.0,132.8791,35.935,227.575,Main_0_2399,329.3875,329.3875,0.0,0.0,536.01,418.09,0.21,392.96250000000003
2106,RegionE,Peak,535.74,417.88,0.214,24.144,22.908432,650.0,166.9319,0.0,126.48750041662504,242.81,303.5125,0.0,0.0,220.0,-220.0,0.0,Medium,370.0,0.0,136.5806,32.1586666667,210.651333,Main_0_2399,303.51249958337496,303.51249958337496,0.0,0.0,535.74,417.88,0.214,346.48750041662504
2107,RegionE,Peak,535.48,417.67,0.2183,7.7066666667,11.857708,587.87,160.2081,0.0,76.58250000000004,233.03,291.2875,0.0,0.0,220.0,-220.0,0.0,Medium,370.0,0.0,131.0794,14.89,218.14,Main_0_2399,291.28749999999997,291.28749999999997,0.0,0.0,535.48,417.67,0.2183,296.58250000000004
2108,RegionE,Peak,535.22,417.47,0.2226,31.04,25.296443,540.19,169.1731,0.0,12.602500000000077,246.07,307.5875,0.0,0.0,220.0,-204.0593,0.0,Medium,370.0,0.0,138.4144,37.18,208.89,Main_0_2399,307.5875,307.5875,0.0,0.0,535.22,417.47,0.2226,232.60250000000008
2109,RegionE,Peak,534.96,417.27,0.2266,31.04,26.564559,510.22,171.0569,0.0,0.0,248.81,311.0125,0.0,0.0,199.207499583375,-186.5397,0.0,Medium,370.0,0.0,139.9556,38.3633333333,210.446667,Main_0_2399,311.012500416625,311.012500416625,0.0,0.0,534.96,417.27,0.2266,199.207499583375
2110,RegionE,Flat,331.89,258.87,0.23,31.04,26.724308,500.0,179.7813,64.0438,0.0,261.5,326.875,0.0,0.0,173.125,6.1975,33.8316,Low,370.0,64.0438,0.0,38.525,222.975,Main_0_2399,326.875,326.875,0.0,0.0,331.89,258.87,0.23,173.125
2111,RegionE,Flat,331.73,258.75,0.2326,39.984,29.79249,510.22,216.1431,58.8154,0.0,314.39,392.9875,0.0,0.0,117.23250041662504,47.4505,41.134,Low,370.0,58.8154,0.0,45.0106666667,269.379333,Main_0_2399,392.987499583375,392.987499583375,0.0,0.0,331.73,258.75,0.2326,117.23250041662504
2112,RegionE,Valley,239.47,186.79,0.2341,34.88,23.982213,540.19,239.5387,60.1303,0.0,348.42,435.525,0.0,57.6,104.66500000000002,121.2997,59.3645,Low,370.0,117.7303,0.0,37.29,311.13,Main_0_2399,435.52500000000003,435.52500000000003,0.0,0.0,239.47,186.79,0.2341,104.66500000000002
2113,RegionE,Valley,239.37,186.71,0.2345,24.816,19.028327,587.87,260.4663,65.4808,0.0,378.86,473.575,0.0,57.6,114.29500041662504,126.6511,63.4812,Low,370.0,123.0807,0.0,28.5546666667,350.305333,Main_0_2399,473.57499958337496,473.57499958337496,0.0,0.0,239.37,186.71,0.2345,114.29500041662504
2114,RegionE,Valley,239.26,186.62,0.2337,22.336,17.252964,650.0,278.3963,74.3208,0.0,404.94,506.175,0.0,57.6,143.825,121.8731,66.693,Low,370.0,131.9207,0.0,25.836,379.104,Main_0_2399,506.175,506.175,0.0,0.0,239.26,186.62,0.2337,143.825
2115,RegionE,Valley,239.16,186.54,0.2317,3.6373333333,5.704875,722.35,291.3556,86.1989,0.0,423.79,529.7375,0.0,57.6,192.6124995833751,106.3443,68.579,Low,370.0,143.7989,0.0,7.1373333333,416.652667,Main_0_2399,529.7375004166249,529.7375004166249,0.0,0.0,239.16,186.54,0.2317,192.6124995833751
2116,RegionE,Valley,239.06,186.47,0.2287,61.88,40.499012,800.0,333.905,79.6164,0.0,485.68,607.1,0.0,57.6,192.89999999999998,118.2317,75.6528,Medium,370.0,137.2164,0.0,64.19,421.49,Main_0_2399,607.1,607.1,0.0,0.0,239.06,186.47,0.2287,192.89999999999998
2117,RegionE,Valley,238.96,186.39,0.2249,99.2266666667,63.646245,877.65,331.4644,0.0,54.987499999999955,482.13,602.6625,0.0,0.0,220.0,51.1981,60.9925,Medium,370.0,0.0,0.0,101.62,380.51,Main_0_2399,602.6625,602.6625,0.0,0.0,238.96,186.39,0.2249,274.98749999999995
2118,RegionE,Valley,238.87,186.32,0.2204,91.3493333333,58.392622,950.0,314.3938,0.0,158.37499958337503,457.3,571.625,0.0,0.0,220.0,37.2312,56.6938,Medium,370.0,0.0,0.0,93.3493333333,363.950667,Main_0_2399,571.625000416625,571.625000416625,0.0,0.0,238.87,186.32,0.2204,378.37499958337503
2119,RegionE,Flat,367.36,286.54,0.2157,63.872,42.509881,1012.13,360.6073,0.0,187.67999999999995,483.56,604.45,0.0,0.0,220.0,23.8427,52.5969,Medium,370.0,0.0,0.0,66.972,416.588,Main_0_2399,604.45,604.45,0.0,0.0,367.36,286.54,0.2157,407.67999999999995
2120,RegionE,Flat,367.22,286.43,0.211,72.928,51.067194,1059.81,356.272,0.0,283.1349999999999,445.34,556.675,0.0,0.0,220.0,-19.597,42.285,Low,370.0,0.0,0.0,79.028,366.312,Main_0_2399,556.6750000000001,556.6750000000001,0.0,0.0,367.22,286.43,0.211,503.1349999999999
2121,RegionE,Flat,367.1,286.34,0.2065,75.216,52.236495,1089.78,371.3099,0.0,321.54249958337493,438.59,548.2375,0.0,0.0,220.0,-43.0724,36.5356,Low,370.0,0.0,0.0,81.0693333333,357.520667,Main_0_2399,548.237500416625,548.237500416625,0.0,0.0,367.1,286.34,0.2065,541.5424995833749
2122,RegionE,Flat,366.97,286.24,0.2027,79.7413333333,53.10112,1100.0,355.8011,0.0,375.94999958337496,403.24,504.05,0.0,0.0,220.0,-71.7511,30.05,Low,370.0,0.0,0.0,83.5413333333,319.698667,Main_0_2399,504.05000041662504,504.05000041662504,0.0,0.0,366.97,286.24,0.2027,595.949999583375
2123,RegionE,Flat,366.86,286.15,0.1998,56.912,38.083004,1089.78,334.8698,0.0,407.1675,370.09,462.6125,0.0,0.0,220.0,-92.2573,25.523,Low,370.0,0.0,0.0,59.782,310.308,Main_0_2399,462.61249999999995,462.61249999999995,0.0,0.0,366.86,286.15,0.1998,627.1675
2124,RegionE,Flat,366.75,286.06,0.1978,46.008,30.983202,1059.81,319.7491,0.0,401.7974999999999,350.41,438.0125,0.0,0.0,220.0,-101.7366,23.3925,Low,370.0,0.0,0.0,48.488,301.922,Main_0_2399,438.01250000000005,438.01250000000005,0.0,0.0,366.75,286.06,0.1978,621.7974999999999
2125,RegionE,Flat,366.64,285.98,0.1971,27.6586666667,21.515152,1012.13,315.9877,0.0,355.602499583375,349.222,436.5275,0.0,0.0,220.0,-99.4602,23.7584,Low,370.0,0.0,0.0,32.0253333333,317.196667,Main_0_2399,436.527500416625,436.527500416625,0.0,0.0,366.64,285.98,0.1971,575.602499583375
2126,RegionE,Flat,366.55,285.91,0.1975,24.792,18.769763,950.0,287.625,0.0,322.5324999999999,325.974,407.4675,0.0,0.0,220.0,-100.1575,23.6689,Low,370.0,0.0,0.0,28.172,297.802,Main_0_2399,407.4675000000001,407.4675000000001,0.0,0.0,366.55,285.91,0.1975,542.5324999999999
2127,RegionE,Flat,366.46,285.84,0.1992,32.8,23.478261,877.65,242.3457,0.0,299.8275,286.258,357.8225,0.0,0.0,220.0,-104.5232,23.003,Low,370.0,0.0,0.0,35.948,250.31,Main_0_2399,357.8225,357.8225,0.0,0.0,366.46,285.84,0.1992,519.8275
2128,RegionE,Flat,366.37,285.77,0.2018,24.288,17.890316,800.0,198.632,0.0,269.6375,248.29,310.3625,0.0,0.0,220.0,-108.2695,22.5472,Low,370.0,0.0,0.0,27.168,221.122,Main_0_2399,310.3625,310.3625,0.0,0.0,366.37,285.77,0.2018,489.6375
2129,RegionE,Peak,531.13,414.28,0.2054,55.04,37.134387,722.35,173.2042,0.0,212.02500000000003,232.26,290.325,0.0,0.0,220.0,-220.0,0.0,Medium,370.0,0.0,117.1208,58.1,174.16,Main_0_2399,290.325,290.325,0.0,0.0,531.13,414.28,0.2054,432.02500000000003
2130,RegionE,Peak,531.03,414.2,0.2095,54.7546666667,36.236825,650.0,157.52,0.0,143.600000416625,229.12,286.4,0.0,0.0,220.0,-220.0,0.0,Medium,370.0,0.0,128.88,56.9646666667,172.155333,Main_0_2399,286.399999583375,286.399999583375,0.0,0.0,531.03,414.2,0.2095,363.600000416625
2131,RegionE,Peak,530.94,414.13,0.214,69.6,46.442688,587.87,167.7019,0.0,62.95749999999998,243.93,304.9125,0.0,0.0,220.0,-220.0,0.0,Medium,370.0,0.0,137.2106,72.84,171.09,Main_0_2399,304.9125,304.9125,0.0,0.0,530.94,414.13,0.214,282.9575
2132,RegionE,Peak,530.86,414.07,0.2184,91.9893333333,63.982213,540.19,169.29,0.0,12.390000416625071,246.24,307.8,0.0,0.0,220.0,-203.995,0.0,Medium,370.0,0.0,138.51,98.8546666667,147.385333,Main_0_2399,307.799999583375,307.799999583375,0.0,0.0,530.86,414.07,0.2184,232.39000041662507
2133,RegionE,Peak,530.79,414.02,0.2226,82.6506666667,58.61166,510.22,162.7931,0.0,0.0,236.79,295.9875,0.0,0.0,214.23250041662504,-191.0848,0.0,Medium,370.0,0.0,133.1944,89.8666666667,146.923333,Main_0_2399,295.987499583375,295.987499583375,0.0,0.0,530.79,414.02,0.2226,214.23250041662504
2134,RegionE,Flat,329.42,256.95,0.2261,90.5226666667,62.427536,500.0,191.5513,61.6898,0.0,278.62,348.275,0.0,0.0,151.725000416625,21.0063,35.4352,Low,370.0,61.6898,0.0,96.7026666667,181.917333,Main_0_2399,348.274999583375,348.274999583375,0.0,0.0,329.42,256.95,0.2261,151.725000416625
2135,RegionE,Flat,329.39,256.92,0.2289,77.28,51.357049,510.22,210.76,59.892,0.0,306.56,383.2,0.0,0.0,127.02000041662507,40.6776,39.4715,Low,370.0,59.892,0.0,80.6106666667,225.949333,Main_0_2399,383.19999958337496,383.19999958337496,0.0,0.0,329.39,256.92,0.2289,127.02000041662507
2136,RegionE,Valley,237.88,185.55,0.2306,84.768,55.576416,540.19,222.5094,63.5361,0.0,323.65,404.5625,0.0,57.6,135.62749958337508,99.8736,55.264,Low,370.0,121.1361,0.0,87.8113333333,235.838667,Main_0_2399,404.56250041662497,404.56250041662497,0.0,0.0,237.88,185.55,0.2306,135.62749958337508
2137,RegionE,Valley,237.87,185.54,0.2311,91.5786666667,60.214097,587.87,285.2231,60.5294,0.0,414.87,518.5875,0.0,57.6,69.282500416625,157.7997,67.2419,Low,370.0,118.1294,0.0,94.9186666667,319.951333,Main_0_2399,518.587499583375,518.587499583375,0.0,0.0,237.87,185.54,0.2311,69.282500416625
2138,RegionE,Valley,237.86,185.53,0.2305,80.32,54.980237,650.0,281.6138,73.6773,0.0,409.62,512.025,0.0,57.6,137.975000416625,125.9213,66.3866,Low,370.0,131.2772,0.0,85.3886666667,324.231333,Main_0_2399,512.024999583375,512.024999583375,0.0,0.0,237.86,185.53,0.2305,137.975000416625
2139,RegionE,Valley,237.86,185.53,0.2287,107.4346666667,72.470356,722.35,281.6756,88.1349,0.0,409.71,512.1375,0.0,57.6,210.21249999999998,94.1651,65.8798,Low,370.0,145.7349,0.0,113.288,296.422,Main_0_2399,512.1375,512.1375,0.0,0.0,237.86,185.53,0.2287,210.21249999999998
2140,RegionE,Valley,237.86,185.53,0.2259,104.592,68.661067,800.0,326.0538,53.7007,0.0,474.26,592.825,0.0,57.6,207.17499999999995,104.3713,73.2755,Medium,370.0,111.3007,0.0,108.484,365.776,Main_0_2399,592.825,592.825,0.0,0.0,237.86,185.53,0.2259,207.17499999999995
2141,RegionE,Valley,237.87,185.54,0.2222,110.824,72.890316,877.65,324.4381,0.0,67.76250000000005,471.91,589.8875,0.0,0.0,220.0,45.4494,58.9829,Medium,370.0,0.0,0.0,115.224,356.686,Main_0_2399,589.8874999999999,589.8874999999999,0.0,0.0,237.87,185.54,0.2222,287.76250000000005
2142,RegionE,Valley,237.89,185.55,0.218,51.3786666667,36.093544,950.0,308.9694,0.0,168.23750041662504,449.41,561.7625,0.0,0.0,220.0,32.7931,55.1089,Medium,370.0,0.0,0.0,55.7386666667,393.671333,Main_0_2399,561.762499583375,561.762499583375,0.0,0.0,237.89,185.55,0.218,388.23750041662504
2143,RegionE,Flat,366.02,285.5,0.2134,44.0986666667,30.110343,1012.13,341.8371,0.0,219.142500416625,458.39,572.9875,0.0,0.0,220.0,11.1504,49.3275,Medium,370.0,0.0,0.0,47.0086666667,411.381333,Main_0_2399,572.987499583375,572.987499583375,0.0,0.0,366.02,285.5,0.2134,439.142500416625
2144,RegionE,Flat,366.05,285.52,0.2089,45.9333333333,30.163043,1059.81,368.272,0.0,264.385,460.34,575.425,0.0,0.0,220.0,-12.847,43.2743,Medium,370.0,0.0,0.0,47.75,412.59,Main_0_2399,575.425,575.425,0.0,0.0,366.05,285.52,0.2089,484.385
2145,RegionE,Flat,366.1,285.56,0.2046,51.504,35.918972,1089.78,361.3285,0.0,336.28,426.8,533.5,0.0,0.0,220.0,-47.8285,35.2263,Low,370.0,0.0,0.0,55.564,371.236,Main_0_2399,533.5,533.5,0.0,0.0,366.1,285.56,0.2046,556.28
